frame,raw,normalized,smoothed
0,4.301801801801815,0.00044539160634148164,0.0
1,5.066441441441441,0.0035078817400716646,0.0
2,6.223817567567579,0.008143337167083868,0.0
3,8.204391891891902,0.01607581805470987,0.0
4,9.034628378378386,0.01940103285749722,0.009514692285140822
5,11.097972972972968,0.02766502040908367,0.01495861804568926
6,12.809966216216225,0.03452179599936855,0.021161400897548636
7,13.984797297297291,0.03922716099497095,0.027378165663126054
8,15.964808558558559,0.04715738673522311,0.0335944793992287
9,17.811373873873862,0.05455314254786541,0.04062490133730234
10,19.835867117117118,0.06266152493065417,0.04762420224161644
11,20.655405405405418,0.06594389193333786,0.0539086214284103
12,23.198198198198185,0.07612813747378382,0.06128881672417288
13,24.83164414414415,0.08267032000541233,0.06839140337821073
14,25.736204954954957,0.08629321426155195,0.07473941772094803
15,27.695101351351354,0.09413887197528356,0.0810348871298739
16,29.8507882882883,0.10277270369618655,0.08840064948244365
17,31.717905405405418,0.11025077238797557,0.09522517646528199
18,32.778716216216225,0.11449947004036713,0.10159100647227295
19,34.87697072072072,0.12290327672913422,0.1089130189657894
20,36.87190315315314,0.13089326387479414,0.11626389734569154
21,37.76998873873873,0.13449022393613416,0.12260740139368105
22,39.96875,0.14329657443113905,0.12921656180231372
23,41.88119369369369,0.15095618248652545,0.1365079042915454
24,44.118243243243256,0.15991588300295426,0.14391042554630942
25,44.83840090090089,0.16280021649414783,0.15029181607018013
26,46.817004504504496,0.17072480436596524,0.15753873215614636
27,48.77730855855856,0.1785760999481316,0.16459463725954487
28,49.80349099099098,0.18268610603702945,0.17094062196964566
29,51.82263513513513,0.1907730645197663,0.17711205827300808
30,53.73113738738738,0.19841688654353554,0.18423539228288563
31,55.76097972972974,0.20654669282637622,0.19139976997496783
32,56.91554054054055,0.21117087251651895,0.19791872448864528
33,58.76097972972974,0.21856211803441356,0.20509392688812209
34,60.82376126126127,0.22682385043862616,0.21230408407189408
35,61.820101351351354,0.23081433371670837,0.21878357350652866
36,64.04870495495496,0.2397402070225289,0.22542227634575918
37,65.73451576576576,0.24649211825992826,0.23248652549444104
38,67.8026463963964,0.25477527456419274,0.23972915680039691
39,68.75422297297297,0.2585864736260514,0.24608168143788195
40,70.8338963963964,0.26691586045148047,0.2533019867848364
41,72.69960585585585,0.2743882912748348,0.2602316036352975
42,73.8482545045045,0.27898879191755177,0.26673093836682227
43,75.76829954954954,0.28667884446248554,0.27311165234648077
44,77.8153153153153,0.2948774327402295,0.28036984416931643
45,79.86739864864865,0.3030963173443384,0.287605935547888
46,80.78378378378378,0.3067665696953295,0.2940815912319869
47,82.74042792792793,0.3146032068195656,0.3012044742123897
48,85.15287162162161,0.32426538574295827,0.30872178246848425
49,85.95805180180182,0.327490246487608,0.31524434521795996
50,87.89329954954954,0.3352411880116365,0.3216733193514196
51,89.81447072072072,0.3429357508513181,0.32890715558261735
52,91.82601351351352,0.3509922648445076,0.3361849671876057
53,92.93496621621622,0.355433777597366,0.3424186455584873
54,94.79420045045046,0.3628802742259207,0.34949665110614975
55,96.72381756756758,0.3706086642762105,0.3565701463590646
56,97.82432432432432,0.3750163498184606,0.3629862661524931
57,99.80630630630631,0.38295446857452137,0.36937870689849583
58,101.59797297297297,0.3901303475182103,0.3763180208826647
59,103.78096846846847,0.3988735538867465,0.38351667681482987
60,105.19566441441441,0.4045396116636222,0.39030286629231215
61,106.79251126126127,0.4109352096159484,0.39748663825180974
62,108.77083333333334,0.4188586699140789,0.40466747851972124
63,109.95242117117118,0.42359109667816797,0.4113596283517128
64,111.99887387387386,0.4317874298085379,0.4179424035360711
65,113.87865990990991,0.4393162393162393,0.42489772906659445
66,115.74915540540542,0.44680783889227166,0.43207225492185913
67,116.8581081081081,0.45124935164512997,0.4385503912680694
68,118.74099099099098,0.4587905644633876,0.44559028482511326
69,120.7384572072072,0.4667906997722301,0.45259093881785173
70,121.76520270270271,0.47090296100850193,0.4589082831563043
71,123.71818693693695,0.4787249396748078,0.4652917033128115
72,126.19369369369369,0.488639695104075,0.4727697720046005
73,127.75197072072072,0.49488081546129037,0.479987822204181
74,128.82122747747746,0.4991633403242901,0.486462350314593
75,130.81841216216216,0.5071623480594457,0.49371422772478174
76,132.72409909909908,0.5147948943463454,0.5009282186590893
77,134.9358108108108,0.5236531132309497,0.5079309022844642
78,135.82826576576576,0.5272275218185508,0.5144002435559163
79,137.86711711711712,0.5353934104593735,0.521646257582933
80,139.9535472972973,0.5437498590532891,0.5289637597817017
81,140.70439189189187,0.5467570980763592,0.5353562005277045
82,142.87274774774775,0.5554416706131746,0.5417139120041494
83,144.80461711711712,0.5631790812529599,0.5489042238910312
84,146.25478603603602,0.5689872133143901,0.5556229844620345
85,148.0115427927928,0.5760232731208984,0.5620776672755564
86,149.7787162162162,0.5831010531538235,0.5693464582910494
87,151.6956644144144,0.5907787023882011,0.5764138646460546
88,152.74324324324323,0.5949744040773064,0.5827729292109238
89,154.74211711711712,0.6029801772545836,0.5895715219989626
90,156.95495495495496,0.6118429064339355,0.59673544866157
91,157.67961711711712,0.6147452811041202,0.6030642942516293
92,159.73226351351352,0.6229664208556029,0.6095018379451098
93,161.78603603603602,0.6311920709018334,0.6167453713100152
94,163.8285472972973,0.6393726180005863,0.6240238594592157
95,164.74577702702703,0.6430462530726383,0.6302645287869562
96,167.18074324324323,0.6527986378909861,0.6378752001443294
97,168.79898648648648,0.6592799314435198,0.6451379022619127
98,170.79504504504504,0.6672744288839275,0.6523543738583316
99,171.80743243243245,0.6713291838621654,0.6587456870306475
100,173.6956644144144,0.6788918205804749,0.6659148005322149
101,175.74324324324323,0.6870926640055927,0.6727736057551361
102,176.9721283783784,0.6920145231490878,0.6793205240962497
103,178.8206644144144,0.6994181719775387,0.6857492727149719
104,180.9124436936937,0.7077960444715062,0.6930426448368401
105,182.83277027027026,0.7154872245901269,0.7003617256387704
106,183.875,0.7196615023791805,0.7068754933134881
107,185.9391891891892,0.7279288726518278,0.714058363214036
108,188.13851351351352,0.7367374782942065,0.7215222244773696
109,188.84234234234236,0.7395564125115577,0.72787429808538
110,190.9847972972973,0.7481372482691744,0.7344043028211893
111,192.70129504504504,0.7550120650384503,0.7414744153530434
112,194.69425675675677,0.7629941591683017,0.7484874726563382
113,195.7001689189189,0.7670229799517398,0.7545445729878448
114,197.7759009009009,0.7753365807455517,0.7617006066346436
115,199.85782657657657,0.7836749881604763,0.768808154612904
116,200.7314189189189,0.7871738493110524,0.7752405114674243
117,202.79870495495496,0.7954536228942561,0.7817324042126153
118,204.71621621621622,0.8031335272760075,0.7889545136774687
119,206.9025900900901,0.811890264528787,0.7962652504341159
